school_id,year,short_name,school_type,primary_category,address,city,state,zip,phone,website,progress_report_year,student_growth_rating,student_attainment_rating,growth_reading_grades_tested_pct_es,growth_math_grades_tested_pct_es,attainment_reading_pct_es,attainment_math_pct_es,culture_climate_rating,school_survey_involved_families,school_survey_supportive_environment,school_survey_ambitious_instruction,school_survey_effective_leaders,school_survey_collaborative_teachers,school_survey_safety,suspensions_per_100_students_avg_pct,student_attendance_avg_pct,mobility_rate_pct,one_year_dropout_rate_year_1_pct,freshmen_on_track_school_pct_year_1,college_enrollment_school_pct_year_1,college_persistence_school_pct_year_2,teacher_attendance_avg_pct,school_latitude,school_longitude
610036,2017-18,LEWIS,Neighborhood,ES, , , , ,7735343060,http://lewis.auslchicago.org,2017,AVERAGE,BELOW AVERAGE,40,23,16,13,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,5.8,92.8,25.6,NULL,NULL,NULL,NULL,90.1, , 
610036,2018-19,LEWIS,Neighborhood,ES,1431 N LEAMINGTON AVE,Chicago,Illinois,60651,7735343060,http://lewis.auslchicago.org,2018,AVERAGE,BELOW AVERAGE,66,63,27,21,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,4,93.3,17.4,NULL,NULL,NULL,NULL,96.5,41.906826,-87.75455
610037,2015-16,LIBBY,Neighborhood,ES,5300 S LOOMIS BLVD,Chicago,Illinois,60609,7735359050, ,2015,AVERAGE,BELOW AVERAGE,43,56,12,18,PARTIALLY ORGANIZED,VERY WEAK,NEUTRAL,STRONG,WEAK,WEAK,WEAK,3.8,95.1,41,7.9,NULL,NULL,NULL,95,41.797685,-87.659933
610037,2016-17,LIBBY,Neighborhood,ES,5300 S LOOMIS BLVD,Chicago,Illinois,60609,7735359050,http://www.libby.cps.edu,2016,ABOVE AVERAGE,BELOW AVERAGE,66,77,22,29,ORGANIZED,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,8.1,93.4,41,NULL,NULL,NULL,NULL,95,41.797685,-87.659933
610037,2017-18,LIBBY,Neighborhood,ES, , , , ,7735359050,http://www.libby.cps.edu,2017,AVERAGE,BELOW AVERAGE,52,48,15,24,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,21.1,NULL,NULL,NULL,NULL,90.1, , 
610037,2018-19,LIBBY,Neighborhood,ES,5300 S LOOMIS BLVD,Chicago,Illinois,60609,7735359050,https://libby.cps.edu,2018,ABOVE AVERAGE,BELOW AVERAGE,70,45,21,24,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,WEAK,5.5,93.3,20.1,NULL,NULL,NULL,NULL,95.2,41.797685,-87.659933
610038,2015-16,LINCOLN,Neighborhood,ES,615 W KEMPER PL,Chicago,Illinois,60614,7735345720, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,98,83,99,99,MODERATELY ORGANIZED,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,3.8,95.1,13.5,7.9,NULL,NULL,NULL,95,41.924525,-87.644497
610038,2016-17,LINCOLN,Neighborhood,ES,615 W KEMPER PL,Chicago,Illinois,60614,7735345720,http://www.lincolnelementary.org,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,89,84,99,97,ORGANIZED,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,8.1,93.4,13.5,NULL,NULL,NULL,NULL,95,41.924525,-87.644497
610038,2017-18,LINCOLN,Neighborhood,ES, , , , ,7735345720,http://www.lincolnelementary.org,2017,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,92,92,99,98,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,STRONG,VERY STRONG,5.8,92.8,5.8,NULL,NULL,NULL,NULL,90.1, , 
610038,2018-19,LINCOLN,Neighborhood,ES,615 W KEMPER PL,Chicago,Illinois,60614,7735345720,http://www.lincolnelementary.org,2018,ABOVE AVERAGE,FAR ABOVE AVERAGE,64,82,99,98,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,STRONG,VERY STRONG,0.1,93.3,5.2,NULL,NULL,NULL,NULL,95.5,41.924525,-87.644497
610039,2015-16,VON LINNE,Neighborhood,ES,3221 N SACRAMENTO AVE,Chicago,Illinois,60618,7735345262, ,2015,FAR ABOVE AVERAGE,ABOVE AVERAGE,94,70,88,77,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,3.8,95.1,14.7,7.9,NULL,NULL,NULL,95,41.940009,-87.702635
610039,2016-17,VON LINNE,Neighborhood,ES,3221 N SACRAMENTO AVE,Chicago,Illinois,60618,7735345262,http://www.linneschool.org/,2016,FAR ABOVE AVERAGE,ABOVE AVERAGE,98,99,89,88,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,STRONG,STRONG,8.1,93.4,14.7,NULL,NULL,NULL,NULL,95,41.940009,-87.702635
610039,2017-18,VON LINNE,Neighborhood,ES, , , , ,7735345262,http://www.linneschool.org/,2017,ABOVE AVERAGE,FAR ABOVE AVERAGE,83,87,92,93,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,STRONG,5.8,92.8,10.6,NULL,NULL,NULL,NULL,90.1, , 
610039,2018-19,VON LINNE,Neighborhood,ES,3221 N SACRAMENTO AVE,Chicago,Illinois,60618,7735345262,https://www.linneschool.org,2018,AVERAGE,FAR ABOVE AVERAGE,52,65,90,94,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,0,93.3,6.9,NULL,NULL,NULL,NULL,96.8,41.940009,-87.702635
610040,2015-16,LLOYD,Neighborhood,ES,2103 N LAMON AVE,Chicago,Illinois,60639,7735343070, ,2015,ABOVE AVERAGE,AVERAGE,60,85,34,69,MODERATELY ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,3.8,95.1,16.6,7.9,NULL,NULL,NULL,95,41.918814,-87.748515
610040,2016-17,LLOYD,Neighborhood,ES,2103 N LAMON AVE,Chicago,Illinois,60639,7735343070,http://www.lloydschool.org,2016,AVERAGE,AVERAGE,68,50,31,48,WELL ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,8.1,93.4,16.6,NULL,NULL,NULL,NULL,95,41.918814,-87.748515
610040,2017-18,LLOYD,Neighborhood,ES, , , , ,7735343070,http://www.lloydschool.org,2017,ABOVE AVERAGE,AVERAGE,82,58,46,53,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,5.8,92.8,11.6,NULL,NULL,NULL,NULL,90.1, , 
610040,2018-19,LLOYD,Neighborhood,ES,2103 N LAMON AVE,Chicago,Illinois,60639,7735343070,https://lloydschool.org,2018,AVERAGE,AVERAGE,79,37,45,43,MODERATELY ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.4,93.3,10,NULL,NULL,NULL,NULL,96.1,41.918814,-87.748515
610041,2015-16,LOCKE J,Neighborhood,ES,2828 N OAK PARK AVE,Chicago,Illinois,60634,7735343300, ,2015,AVERAGE,AVERAGE,69,45,55,53,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,STRONG,STRONG,3.8,95.1,8.7,7.9,NULL,NULL,NULL,95,41.931762,-87.795604
610041,2016-17,LOCKE J,Neighborhood,ES,2828 N OAK PARK AVE,Chicago,Illinois,60634,7735343300,http://www.lockeschool.org,2016,FAR ABOVE AVERAGE,AVERAGE,93,77,60,50,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,STRONG,STRONG,8.1,93.4,8.7,NULL,NULL,NULL,NULL,95,41.931762,-87.795604
610041,2017-18,LOCKE J,Neighborhood,ES, , , , ,7735343300,http://www.lockeschool.org,2017,ABOVE AVERAGE,AVERAGE,83,43,68,49,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,7.1,NULL,NULL,NULL,NULL,90.1, , 
610041,2018-19,LOCKE J,Neighborhood,ES,2828 N OAK PARK AVE,Chicago,Illinois,60634,7735343300,https://lockeschool.org,2018,ABOVE AVERAGE,ABOVE AVERAGE,87,82,71,57,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,STRONG,1.4,93.3,7.4,NULL,NULL,NULL,NULL,93.6,41.931762,-87.795604
610043,2015-16,LOVETT,Neighborhood,ES,6333 W BLOOMINGDALE AVE,Chicago,Illinois,60639,7735343130, ,2015,AVERAGE,BELOW AVERAGE,73,34,18,9,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,WEAK,3.8,95.1,19.6,7.9,NULL,NULL,NULL,95,41.912718,-87.783919
610043,2016-17,LOVETT,Neighborhood,ES,6333 W BLOOMINGDALE AVE,Chicago,Illinois,60639,7735343130,http://www.lovettelementary.org,2016,FAR ABOVE AVERAGE,AVERAGE,98,98,43,32,WELL ORGANIZED,VERY STRONG,NEUTRAL,VERY STRONG,STRONG,VERY STRONG,WEAK,8.1,93.4,19.6,NULL,NULL,NULL,NULL,95,41.912718,-87.783919
610043,2017-18,LOVETT,Neighborhood,ES, , , , ,7735343130,http://www.lovettelementary.org,2017,ABOVE AVERAGE,AVERAGE,88,88,59,50,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,5.8,92.8,12.7,NULL,NULL,NULL,NULL,90.1, , 
610043,2018-19,LOVETT,Neighborhood,ES,6333 W BLOOMINGDALE AVE,Chicago,Illinois,60639,7735343130,https://lovettelementary.org,2018,AVERAGE,AVERAGE,38,43,49,46,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,WEAK,0.8,93.3,13.6,NULL,NULL,NULL,NULL,96.4,41.912718,-87.783919
610044,2015-16,LOWELL,Neighborhood,ES,3320 W HIRSCH ST,Chicago,Illinois,60651,7735344300, ,2015,ABOVE AVERAGE,BELOW AVERAGE,60,78,31,35,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,3.8,95.1,19.3,7.9,NULL,NULL,NULL,95,41.90652,-87.710217
610044,2016-17,LOWELL,Neighborhood,ES,3320 W HIRSCH ST,Chicago,Illinois,60651,7735344300,NULL,2016,AVERAGE,BELOW AVERAGE,66,52,32,31,ORGANIZED,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,8.1,93.4,19.3,NULL,NULL,NULL,NULL,95,41.90652,-87.710217
610044,2017-18,LOWELL,Neighborhood,ES, , , , ,7735344300,NULL,2017,ABOVE AVERAGE,BELOW AVERAGE,86,72,35,31,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,5.8,92.8,21.2,NULL,NULL,NULL,NULL,90.1, , 
610044,2018-19,LOWELL,Neighborhood,ES,3320 W HIRSCH ST,Chicago,Illinois,60651,7735344300,NULL,2018,AVERAGE,AVERAGE,71,28,46,31,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,0.8,93.3,18.7,NULL,NULL,NULL,NULL,94.1,41.90652,-87.710217
610046,2015-16,LYON,Neighborhood,ES,2941 N MCVICKER AVE,Chicago,Illinois,60634,7735343120, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,93,84,89,92,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,3.8,95.1,13.8,7.9,NULL,NULL,NULL,95,41.934192,-87.777174
610046,2016-17,LYON,Neighborhood,ES,2941 N MCVICKER AVE,Chicago,Illinois,60634,7735343120,http://www.marylyonschool.com,2016,ABOVE AVERAGE,ABOVE AVERAGE,83,58,81,76,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,8.1,93.4,13.8,NULL,NULL,NULL,NULL,95,41.934192,-87.777174
610046,2017-18,LYON,Neighborhood,ES, , , , ,7735343120,http://www.marylyonschool.com,2017,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,97,94,92,88,WELL ORGANIZED,STRONG,WEAK,STRONG,STRONG,STRONG,WEAK,5.8,92.8,10.5,NULL,NULL,NULL,NULL,90.1, , 
610046,2018-19,LYON,Neighborhood,ES,2941 N MCVICKER AVE,Chicago,Illinois,60634,7735343120,https://marylyonschool.com,2018,ABOVE AVERAGE,FAR ABOVE AVERAGE,66,75,90,89,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,5.2,93.3,6.7,NULL,NULL,NULL,NULL,93.6,41.934192,-87.777174
610047,2015-16,MADISON,Neighborhood,ES,7433 S DORCHESTER AVE,Chicago,Illinois,60619,7735350551, ,2015,FAR BELOW AVERAGE,BELOW AVERAGE,1,1,12,13,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,3.8,95.1,34.5,7.9,NULL,NULL,NULL,95,41.759548,-87.590712
610047,2016-17,MADISON,Neighborhood,ES,7433 S DORCHESTER AVE,Chicago,Illinois,60619,7735350551,NULL,2016,AVERAGE,BELOW AVERAGE,40,32,21,12,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,STRONG,VERY WEAK,8.1,93.4,34.5,NULL,NULL,NULL,NULL,95,41.759548,-87.590712
610047,2017-18,MADISON,Neighborhood,ES, , , , ,7735350551,https://cps.edu/madison,2017,BELOW AVERAGE,BELOW AVERAGE,27,5,23,7,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,30.5,NULL,NULL,NULL,NULL,90.1, , 
610047,2018-19,MADISON,Neighborhood,ES,7433 S DORCHESTER AVE,Chicago,Illinois,60619,7735350551,https://cps.edu/madison,2018,BELOW AVERAGE,BELOW AVERAGE,24,16,24,7,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,WEAK,6.3,93.3,30.6,NULL,NULL,NULL,NULL,95.4,41.759548,-87.590712
610048,2015-16,MANIERRE,Neighborhood,ES,1420 N HUDSON AVE,Chicago,Illinois,60610,7735348456, ,2015,AVERAGE,BELOW AVERAGE,60,36,15,22,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,3.8,95.1,30.2,7.9,NULL,NULL,NULL,95,41.908247,-87.639827
610048,2016-17,MANIERRE,Neighborhood,ES,1420 N HUDSON AVE,Chicago,Illinois,60610,7735348456,http://www.manierrefergusoncpc.org/,2016,AVERAGE,BELOW AVERAGE,29,88,20,34,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,STRONG,WEAK,8.1,93.4,30.2,NULL,NULL,NULL,NULL,95,41.908247,-87.639827
610048,2017-18,MANIERRE,Neighborhood,ES, , , , ,7735348456,http://www.manierreferguson.org,2017,ABOVE AVERAGE,AVERAGE,79,81,46,57,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,5.8,92.8,15.7,NULL,NULL,NULL,NULL,90.1, , 
610048,2018-19,MANIERRE,Neighborhood,ES,1420 N HUDSON AVE,Chicago,Illinois,60610,7735348456,https://manierreferguson.org,2018,FAR BELOW AVERAGE,BELOW AVERAGE,1,1,15,25,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,0.3,93.3,16.2,NULL,NULL,NULL,NULL,94,41.908247,-87.639827
610051,2015-16,NORTHWEST,Neighborhood,MS,5252 W PALMER ST,Chicago,Illinois,60639,7735343250, ,2015,AVERAGE,BELOW AVERAGE,57,31,31,33,NOT YET ORGANIZED,VERY WEAK,WEAK,WEAK,VERY WEAK,WEAK,WEAK,3.8,95.1,13.5,7.9,NULL,NULL,NULL,95,41.920555,-87.757854
610051,2016-17,NORTHWEST,Neighborhood,MS,5252 W PALMER ST,Chicago,Illinois,60639,7735343250,http://www.northwestmiddleschool.org,2016,AVERAGE,AVERAGE,62,42,44,39,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,WEAK,WEAK,VERY WEAK,8.1,93.4,13.5,NULL,NULL,NULL,NULL,95,41.920555,-87.757854
610051,2017-18,NORTHWEST,Neighborhood,MS, , , , ,7735343250,http://northwest.cps.edu,2017,ABOVE AVERAGE,AVERAGE,78,76,45,41,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,WEAK,5.8,92.8,11.4,NULL,NULL,NULL,NULL,90.1, , 
610051,2018-19,NORTHWEST,Neighborhood,MS,5252 W PALMER ST,Chicago,Illinois,60639,7735343250,http://northwest.cps.edu,2018,BELOW AVERAGE,AVERAGE,38,20,41,33,ORGANIZED,NEUTRAL,WEAK,STRONG,STRONG,STRONG,VERY WEAK,7.4,93.3,10.5,NULL,NULL,NULL,NULL,94.7,41.920555,-87.757854
610052,2015-16,MANN,Neighborhood,ES,8050 S CHAPPEL AVE,Chicago,Illinois,60617,7735356640, ,2015,BELOW AVERAGE,BELOW AVERAGE,25,10,10,4,NOT YET ORGANIZED,WEAK,WEAK,STRONG,WEAK,WEAK,VERY WEAK,3.8,95.1,39.3,7.9,NULL,NULL,NULL,95,41.748274,-87.574816
610052,2016-17,MANN,Neighborhood,ES,8050 S CHAPPEL AVE,Chicago,Illinois,60617,7735356640,NULL,2016,AVERAGE,BELOW AVERAGE,38,40,18,12,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,8.1,93.4,39.3,NULL,NULL,NULL,NULL,95,41.748274,-87.574816
610052,2017-18,MANN,Neighborhood,ES, , , , ,7735356640,http://mann.cps.edu/,2017,AVERAGE,BELOW AVERAGE,46,23,21,13,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,WEAK,WEAK,5.8,92.8,27.5,NULL,NULL,NULL,NULL,90.1, , 
610052,2018-19,MANN,Neighborhood,ES,8050 S CHAPPEL AVE,Chicago,Illinois,60617,7735356640,http://mann.cps.edu/,2018,FAR ABOVE AVERAGE,BELOW AVERAGE,94,98,38,31,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,WEAK,35.7,93.3,25.8,NULL,NULL,NULL,NULL,95.5,41.748274,-87.574816
610053,2015-16,MARQUETTE,Neighborhood,ES,6550 S RICHMOND ST,Chicago,Illinois,60629,7735359260, ,2015,BELOW AVERAGE,BELOW AVERAGE,36,26,21,24,WELL ORGANIZED,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,VERY STRONG,3.8,95.1,23.8,7.9,NULL,NULL,NULL,95,41.773881,-87.69703
610053,2016-17,MARQUETTE,Neighborhood,ES,6550 S RICHMOND ST,Chicago,Illinois,60629,7735359260,http://marquette.auslchicago.org,2016,ABOVE AVERAGE,BELOW AVERAGE,86,82,33,39,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY STRONG,8.1,93.4,23.8,NULL,NULL,NULL,NULL,95,41.773881,-87.69703
610053,2017-18,MARQUETTE,Neighborhood,ES, , , , ,7735359260,http://marquette.auslchicago.org,2017,ABOVE AVERAGE,AVERAGE,70,65,37,42,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,VERY STRONG,5.8,92.8,15.2,NULL,NULL,NULL,NULL,90.1, , 
610053,2018-19,MARQUETTE,Neighborhood,ES,6550 S RICHMOND ST,Chicago,Illinois,60629,7735359260,http://marquette.auslchicago.org,2018,ABOVE AVERAGE,AVERAGE,70,89,42,50,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,5.3,93.3,17.4,NULL,NULL,NULL,NULL,96.9,41.773881,-87.69703
610054,2015-16,MARSH,Neighborhood,ES,9822 S EXCHANGE AVE,Chicago,Illinois,60617,7735356430, ,2015,AVERAGE,AVERAGE,52,36,46,47,MODERATELY ORGANIZED,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,3.8,95.1,14.2,7.9,NULL,NULL,NULL,95,41.716588,-87.552483
610054,2016-17,MARSH,Neighborhood,ES,9822 S EXCHANGE AVE,Chicago,Illinois,60617,7735356430,http://jlmarsh.org,2016,ABOVE AVERAGE,AVERAGE,83,66,52,46,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,14.2,NULL,NULL,NULL,NULL,95,41.716588,-87.552483
610054,2017-18,MARSH,Neighborhood,ES, , , , ,7735356430,http://jlmarsh.org,2017,ABOVE AVERAGE,AVERAGE,81,76,58,49,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,9.5,NULL,NULL,NULL,NULL,90.1, , 
610054,2018-19,MARSH,Neighborhood,ES,9822 S EXCHANGE AVE,Chicago,Illinois,60617,7735356430,http://jlmarsh.org,2018,ABOVE AVERAGE,AVERAGE,76,82,66,62,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,0,93.3,9.1,NULL,NULL,NULL,NULL,95.5,41.716588,-87.552483
610055,2015-16,FARADAY,Neighborhood,ES,3250 W MONROE ST,Chicago,Illinois,60624,7735346670, ,2015,AVERAGE,AVERAGE,75,16,41,27,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,WEAK,WEAK,WEAK,3.8,95.1,59,7.9,NULL,NULL,NULL,95,41.879714,-87.708092
610055,2016-17,FARADAY,Neighborhood,ES,3250 W MONROE ST,Chicago,Illinois,60624,7735346670,http://faradayelementary.org/,2016,ABOVE AVERAGE,AVERAGE,89,82,51,38,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,8.1,93.4,59,NULL,NULL,NULL,NULL,95,41.879714,-87.708092
610055,2017-18,FARADAY,Neighborhood,ES, , , , ,7735346670,http://faradayelementary.org/,2017,FAR BELOW AVERAGE,BELOW AVERAGE,9,1,24,12,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,5.8,92.8,31,NULL,NULL,NULL,NULL,90.1, , 
610055,2018-19,FARADAY,Neighborhood,ES,3250 W MONROE ST,Chicago,Illinois,60624,7735346670,https://faradayelementary.org,2018,FAR ABOVE AVERAGE,AVERAGE,99,99,51,48,WELL ORGANIZED,VERY STRONG,NEUTRAL,VERY STRONG,STRONG,VERY STRONG,VERY WEAK,13.9,93.3,42.1,NULL,NULL,NULL,NULL,94.5,41.879714,-87.708092
610056,2015-16,MASON,Small,ES,4217 W 18TH ST,Chicago,Illinois,60623,7735341530, ,2015,BELOW AVERAGE,FAR BELOW AVERAGE,27,37,6,7,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,VERY WEAK,3.8,95.1,24.4,7.9,NULL,NULL,NULL,95,41.856864,-87.731672
610056,2016-17,MASON,Small,ES,4217 W 18TH ST,Chicago,Illinois,60623,7735341530,http://www.masonelementary.org,2016,FAR ABOVE AVERAGE,AVERAGE,99,97,58,35,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,24.4,NULL,NULL,NULL,NULL,95,41.856864,-87.731672
610056,2017-18,MASON,Small,ES, , , , ,7735341530,http://www.masonelementary.org,2017,FAR ABOVE AVERAGE,ABOVE AVERAGE,98,94,80,55,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,WEAK,5.8,92.8,19.8,NULL,NULL,NULL,NULL,90.1, , 
610056,2018-19,MASON,Small,ES,4217 W 18TH ST,Chicago,Illinois,60623,7735341530,https://www.masonelementary.org,2018,AVERAGE,AVERAGE,52,55,68,48,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,4.1,93.3,22.3,NULL,NULL,NULL,NULL,95,41.856864,-87.731672
610057,2015-16,FAIRFIELD,Neighborhood,ES,6201 S FAIRFIELD AVE,Chicago,Illinois,60629,7735359500, ,2015,AVERAGE,BELOW AVERAGE,36,40,10,17,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,WEAK,NEUTRAL,WEAK,3.8,95.1,19.1,7.9,NULL,NULL,NULL,95,41.780904,-87.692115
610057,2016-17,FAIRFIELD,Neighborhood,ES,6201 S FAIRFIELD AVE,Chicago,Illinois,60629,7735359500,http://fairfieldacademy.org/,2016,ABOVE AVERAGE,BELOW AVERAGE,78,50,25,20,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,8.1,93.4,19.1,NULL,NULL,NULL,NULL,95,41.780904,-87.692115
610057,2017-18,FAIRFIELD,Neighborhood,ES, , , , ,7735359500,http://fairfieldacademy.org/,2017,AVERAGE,BELOW AVERAGE,76,27,31,17,NOT YET ORGANIZED,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,5.8,92.8,17.7,NULL,NULL,NULL,NULL,90.1, , 
610057,2018-19,FAIRFIELD,Neighborhood,ES,6201 S FAIRFIELD AVE,Chicago,Illinois,60629,7735359500,https://fairfieldacademy.org,2018,ABOVE AVERAGE,BELOW AVERAGE,71,43,39,22,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,WEAK,WEAK,WEAK,16.8,93.3,13,NULL,NULL,NULL,NULL,94.9,41.780904,-87.692115
610059,2015-16,MAYER,Magnet,ES,2250 N CLIFTON AVE,Chicago,Illinois,60614,7735345535, ,2015,ABOVE AVERAGE,FAR ABOVE AVERAGE,91,63,97,95,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,3.8,95.1,6.6,7.9,NULL,NULL,NULL,95,41.923204,-87.657287
610059,2016-17,MAYER,Magnet,ES,2250 N CLIFTON AVE,Chicago,Illinois,60614,7735345535,http://mayermagnet.org/,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,78,70,94,85,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,8.1,93.4,6.6,NULL,NULL,NULL,NULL,95,41.923204,-87.657287
610059,2017-18,MAYER,Magnet,ES, , , , ,7735345535,http://mayermagnet.org/,2017,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,86,94,96,93,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,5.8,92.8,5.2,NULL,NULL,NULL,NULL,90.1, , 
610059,2018-19,MAYER,Magnet,ES,2250 N CLIFTON AVE,Chicago,Illinois,60614,7735345535,http://mayermagnet.org/,2018,AVERAGE,FAR ABOVE AVERAGE,58,47,96,91,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,1.9,93.3,3.8,NULL,NULL,NULL,NULL,95.6,41.923204,-87.657287
